,loss,accuracy,iou,val_loss,val_accuracy,val_iou
21,0.19792746007442474,0.9881101846694946,0.9758169054985046,0.2627458870410919,0.9888008832931519,0.9776593446731567
22,0.24210470914840698,0.9889426827430725,0.9778690934181213,0.31059908866882324,0.9883215427398682,0.9766925573348999
23,0.21181264519691467,0.9893772006034851,0.9785546064376831,0.3135838210582733,0.9865764379501343,0.9732438325881958
24,0.24038678407669067,0.9887210130691528,0.9771692752838135,0.31403109431266785,0.9859683513641357,0.9722204208374023
25,0.2407011240720749,0.9888706207275391,0.9775174856185913,0.2578171491622925,0.9889123439788818,0.9778899550437927
26,0.22522425651550293,0.9877117872238159,0.9755727648735046,0.3675011992454529,0.9770145416259766,0.9548065662384033
27,0.255044549703598,0.9843357801437378,0.9568412899971008,0.28605836629867554,0.9819984436035156,0.964409589767456
28,0.20966853201389313,0.9873058795928955,0.9747185707092285,0.3114508390426636,0.9782513380050659,0.9574050903320312
29,0.23387056589126587,0.9879206418991089,0.9760423302650452,0.25811561942100525,0.9886137247085571,0.9774348139762878
30,0.21688854694366455,0.9881731271743774,0.9764978289604187,0.2280561774969101,0.986072301864624,0.9724920988082886
31,0.2419595569372177,0.9881000518798828,0.9763502478599548,0.26168131828308105,0.9877264499664307,0.9756313562393188
32,0.2761874496936798,0.9894329309463501,0.9789493680000305,0.30631282925605774,0.9879623651504517,0.9761067628860474
33,0.24525444209575653,0.9849205017089844,0.9701765775680542,0.30924683809280396,0.9845744371414185,0.96913743019104
34,0.22360344231128693,0.9874159097671509,0.9750644564628601,0.3068823218345642,0.988338828086853,0.9768130779266357
35,0.1982700228691101,0.9888778328895569,0.9778280258178711,0.21715810894966125,0.9868850708007812,0.9740403890609741
36,0.17963804304599762,0.9886773824691772,0.9774472117424011,0.259141743183136,0.9882521629333496,0.9766786098480225
37,0.24567559361457825,0.9898359775543213,0.9795905351638794,0.2600368559360504,0.9894552230834961,0.9788839817047119
38,0.2052563726902008,0.9906253218650818,0.9810241460800171,0.28919416666030884,0.9901355504989624,0.9799920320510864
39,0.2353195697069168,0.9901784062385559,0.9800535440444946,0.265386700630188,0.9878270626068115,0.9757502675056458
40,0.19630080461502075,0.9905173778533936,0.9807875752449036,0.21290484070777893,0.988863468170166,0.977753758430481
41,0.19037236273288727,0.9903797507286072,0.9804548025131226,0.30852222442626953,0.9873151779174805,0.9747040271759033
42,0.2069159597158432,0.9903833866119385,0.9805594682693481,0.30073511600494385,0.9898809194564819,0.9796355962753296
43,0.20748169720172882,0.9910346269607544,0.9817187786102295,0.3006363809108734,0.9895271062850952,0.9787883758544922
44,0.1813795566558838,0.9908280968666077,0.981305718421936,0.3030007779598236,0.9883400201797485,0.9763981103897095
45,0.19690640270709991,0.9909490346908569,0.9815573692321777,0.26183608174324036,0.9892020225524902,0.9784684777259827
46,0.18150946497917175,0.9912184476852417,0.982164204120636,0.20736080408096313,0.9894790649414062,0.9788038730621338
47,0.19953279197216034,0.9908535480499268,0.9814102053642273,0.24880817532539368,0.9901285171508789,0.9799396991729736
48,0.18860135972499847,0.9913655519485474,0.9822556376457214,0.2932434678077698,0.989575982093811,0.9788569211959839
49,0.15541037917137146,0.99102383852005,0.9816862344741821,0.294994056224823,0.9902240037918091,0.980272650718689
50,0.17645049095153809,0.9913536906242371,0.9822313189506531,0.24926063418388367,0.989338755607605,0.9783865213394165
51,0.19966530799865723,0.9915406107902527,0.9827629327774048,0.29862117767333984,0.989582896232605,0.9791104793548584
52,0.16437187790870667,0.9917423725128174,0.9831885099411011,0.2509170174598694,0.9893362522125244,0.9784491062164307
53,0.18757672607898712,0.9916272759437561,0.9830173850059509,0.2964525520801544,0.989487886428833,0.9789384603500366
54,0.1743612289428711,0.9916466474533081,0.9830694794654846,0.2929316759109497,0.9899135828018188,0.9796295166015625
55,0.18763618171215057,0.9918125867843628,0.9833228588104248,0.24921055138111115,0.9902291297912598,0.9803401231765747
56,0.21510280668735504,0.9918720722198486,0.9834908843040466,0.2532455325126648,0.990317702293396,0.9804692268371582
57,0.1623142659664154,0.9915465116500854,0.9825559854507446,0.2499401718378067,0.9902952909469604,0.9805439710617065
58,0.18703611195087433,0.9919568300247192,0.9837482571601868,0.3285767436027527,0.9916982650756836,0.9831917881965637
59,0.20884652435779572,0.9893515706062317,0.97871994972229,0.2623295485973358,0.9887511730194092,0.9773949384689331
60,0.1747945249080658,0.9897626638412476,0.9793848991394043,0.24690529704093933,0.9905773401260376,0.9809377193450928
61,0.2537391185760498,0.9911460876464844,0.9815816283226013,0.24451009929180145,0.9912432432174683,0.9821034669876099
62,0.21869544684886932,0.9912939071655273,0.982365608215332,0.29897767305374146,0.990409255027771,0.980644941329956
63,0.20993369817733765,0.9917693138122559,0.9831879734992981,0.24757176637649536,0.9903016090393066,0.9803292751312256
64,0.15955473482608795,0.9919788837432861,0.983519434928894,0.2925543785095215,0.9908089637756348,0.9813830852508545
65,0.19454631209373474,0.9923653602600098,0.9844481945037842,0.2905208170413971,0.9907289743423462,0.9812150001525879
66,0.1832749843597412,0.992543637752533,0.9847469925880432,0.2948998808860779,0.9902710914611816,0.9804054498672485
