Sensor,Data,Valor,Direcao_Saida,Unidade,Estado
PZ-D06C-09,2016-07-05 07:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-25,2016-07-05 07:45:00,61.0,Cota Piezométrica,m,normal
PZ-D06C-04,2016-07-05 07:45:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-25,2016-07-05 07:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-15,2016-07-05 07:45:00,53.54,Cota Piezométrica,m,normal
PZ-D06C-24,2016-07-05 07:45:00,7.58,Carga Piezométrica,m.c.a,normal
MNA-SM-7539 (S),2016-07-06 13:53:00,100.4,Cota do NA,m,normal
MNA-SM-7537 (I),2016-07-06 13:53:00,74.33,Cota do NA,m,normal
MNA-SM-7541 (S),2016-07-06 13:53:00,92.97,Cota do NA,m,normal
MNA-SM-7540 (S),2016-07-06 13:53:00,129.64,Cota do NA,m,normal
MNA-SM-7502A (I),2016-07-06 13:53:00,77.4,Cota do NA,m,normal
MNA-SM-7533,2016-07-06 13:53:00,60.83,Cota do NA,m,normal
MNA-SM-7542 (S),2016-07-06 13:53:00,67.5,Cota do NA,m,normal
MNA-SM-7537 (S),2016-07-06 13:53:00,131.78,Cota do NA,m,normal
MNA-SM-7500A (I),2016-07-06 13:53:00,76.7,Cota do NA,m,normal
MNA-SM-7542 (I),2016-07-06 13:53:00,64.78,Cota do NA,m,normal
MNA-SM-7535 (I),2016-07-06 13:53:00,84.61,Cota do NA,m,normal
MNA-SM-7531,2016-07-06 13:53:00,60.73,Cota do NA,m,normal
MNA-SM-7534,2016-07-06 13:53:00,102.5,Cota do NA,m,normal
MNA-SM-7540 (I),2016-07-06 13:53:00,71.06,Cota do NA,m,normal
MNA-SM-7541 (I),2016-07-06 13:53:00,91.97,Cota do NA,m,normal
MNA-SM-7538 (I),2016-07-06 13:53:00,84.89,Cota do NA,m,normal
MNA-SM-7502A (S),2016-07-06 13:53:00,129.01,Cota do NA,m,normal
MNA-SM-7500A (S),2016-07-06 13:53:00,91.27,Cota do NA,m,normal
MNA-SM-7539 (I),2016-07-06 13:53:00,93.77,Cota do NA,m,normal
MNA-SM-7535 (S),2016-07-06 13:53:00,90.6,Cota do NA,m,normal
MNA-SM-7538 (S),2016-07-06 13:53:00,101.18,Cota do NA,m,normal
MV-D06C-04,2016-07-06 14:18:00,17.33,Vazão,l/min,normal
MV-D06C-01,2016-07-06 14:18:00,3.55,Vazão,l/s,normal
MV-D06C-01,2016-07-06 14:18:00,212.87,Vazão,l/min,normal
MV-D06C-04,2016-07-06 14:18:00,0.29,Vazão,l/s,normal
MV-D06C-01,2016-07-06 14:18:00,0.00355,Vazão,m3/s,normal
MV-D06C-03,2016-07-06 14:18:00,5.86,Vazão,l/s,normal
MV-D06C-03,2016-07-06 14:18:00,351.55,Vazão,l/min,normal
MV-D06C-03,2016-07-06 14:18:00,0.00586,Vazão,m3/s,normal
MV-D06C-04,2016-07-06 14:18:00,0.00029,Vazão,m3/s,normal
MV-D06C-01,2016-07-07 10:50:00,0.00355,Vazão,m3/s,normal
MV-D06C-01,2016-07-07 10:50:00,212.87,Vazão,l/min,normal
MV-D06C-03,2016-07-07 10:50:00,343.61,Vazão,l/min,normal
MV-D06C-04,2016-07-07 10:50:00,0.27,Vazão,l/s,normal
MV-D06C-01,2016-07-07 10:50:00,3.55,Vazão,l/s,normal
MV-D06C-04,2016-07-07 10:50:00,0.00027,Vazão,m3/s,normal
MV-D06C-04,2016-07-07 10:50:00,16.05,Vazão,l/min,normal
MV-D06C-03,2016-07-07 10:50:00,0.00573,Vazão,m3/s,normal
MV-D06C-03,2016-07-07 10:50:00,5.73,Vazão,l/s,normal
PZ-D06C-26,2016-07-08 07:50:00,52.78,Cota Piezométrica,m,normal
PZ-D06C-01,2016-07-08 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2016-07-08 07:50:00,23.2,Carga Piezométrica,m.c.a,normal
PZ-D06C-16,2016-07-08 07:50:00,52.98,Cota Piezométrica,m,normal
PZ-D06C-01,2016-07-08 07:50:00,84.33,Cota Piezométrica,m,normal
PZ-D06C-21,2016-07-08 07:50:00,12.32,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2016-07-08 07:50:00,50.83,Cota Piezométrica,m,normal
PZ-D06C-16,2016-07-08 07:50:00,7.88,Carga Piezométrica,m.c.a,normal
PZ-D06C-14,2016-07-08 07:50:00,9.36,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2016-07-08 07:50:00,46.72,Cota Piezométrica,m,normal
PZ-D06C-28,2016-07-08 07:50:00,61.97,Cota Piezométrica,m,normal
PZ-D06C-28,2016-07-08 07:50:00,12.15,Carga Piezométrica,m.c.a,normal
PZ-D06C-19,2016-07-08 07:50:00,45.25,Cota Piezométrica,m,normal
PZ-D06C-19,2016-07-08 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-27,2016-07-08 07:50:00,44.05,Cota Piezométrica,m,normal
PZ-D06C-27,2016-07-08 07:50:00,12.12,Carga Piezométrica,m.c.a,normal
PZ-D06C-23,2016-07-08 07:50:00,8.04,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2016-07-08 07:50:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-09,2016-07-08 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-23,2016-07-08 07:50:00,49.93,Cota Piezométrica,m,normal
MV-D06C-03,2016-07-08 07:50:00,0.00586,Vazão,m3/s,normal
MV-D06C-03,2016-07-08 07:50:00,351.55,Vazão,l/min,normal
MV-D06C-03,2016-07-08 07:50:00,5.86,Vazão,l/s,normal
PZ-D06C-25,2016-07-08 07:50:00,61.0,Cota Piezométrica,m,normal
PZ-D06C-25,2016-07-08 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-21,2016-07-08 07:50:00,77.27,Cota Piezométrica,m,normal
MV-D06C-04,2016-07-08 07:50:00,13.66,Vazão,l/min,normal
MV-D06C-04,2016-07-08 07:50:00,0.23,Vazão,l/s,normal
MV-D06C-04,2016-07-08 07:50:00,0.00023,Vazão,m3/s,normal
PZ-D06C-03,2016-07-08 07:50:00,6.99,Carga Piezométrica,m.c.a,normal
PZ-D06C-03,2016-07-08 07:50:00,81.88,Cota Piezométrica,m,normal
PZ-D06C-11,2016-07-08 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2016-07-08 07:50:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-13,2016-07-08 07:50:00,9.84,Carga Piezométrica,m.c.a,normal
PZ-D06C-13,2016-07-08 07:50:00,39.42,Cota Piezométrica,m,normal
PZ-D06C-22,2016-07-08 07:50:00,8.86,Carga Piezométrica,m.c.a,normal
PZ-D06C-22,2016-07-08 07:50:00,64.66,Cota Piezométrica,m,normal
PZ-D06C-17,2016-07-08 07:50:00,55.16,Cota Piezométrica,m,normal
PZ-D06C-12,2016-07-08 07:50:00,15.06,Carga Piezométrica,m.c.a,normal
PZ-D06C-17,2016-07-08 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-29,2016-07-08 07:50:00,49.52,Cota Piezométrica,m,normal
PZ-D06C-26,2016-07-08 07:50:00,4.9,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2016-07-08 07:50:00,0.56,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2016-07-08 07:50:00,60.28,Cota Piezométrica,m,normal
MV-D06C-01,2016-07-08 07:50:00,3.55,Vazão,l/s,normal
MV-D06C-01,2016-07-08 07:50:00,212.87,Vazão,l/min,normal
MV-D06C-01,2016-07-08 07:50:00,0.00355,Vazão,m3/s,normal
PZ-D06C-08,2016-07-08 07:50:00,59.1,Cota Piezométrica,m,normal
PZ-D06C-08,2016-07-08 07:50:00,9.21,Carga Piezométrica,m.c.a,normal
PZ-D06C-29,2016-07-08 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-24,2016-07-08 07:50:00,7.6,Carga Piezométrica,m.c.a,normal
PZ-D06C-15,2016-07-08 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-24,2016-07-08 07:50:00,50.6,Cota Piezométrica,m,normal
PZ-D06C-14,2016-07-08 07:50:00,38.18,Cota Piezométrica,m,normal
PZ-D06C-07,2016-07-08 07:50:00,11.23,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2016-07-08 07:50:00,61.07,Cota Piezométrica,m,normal
PZ-D06C-20,2016-07-08 07:50:00,83.09,Cota Piezométrica,m,normal
PZ-D06C-15,2016-07-08 07:50:00,53.54,Cota Piezométrica,m,normal
PZ-D06C-20,2016-07-08 07:50:00,10.9,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2016-07-08 07:50:00,13.44,Carga Piezométrica,m.c.a,normal
PZ-D06C-02,2016-07-08 07:50:00,10.24,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2016-07-08 07:50:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2016-07-08 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2016-07-08 07:50:00,63.71,Cota Piezométrica,m,normal
PZ-D06C-02,2016-07-08 07:50:00,85.17,Cota Piezométrica,m,normal
MS-D06C-05-TC,2016-07-08 10:00:00,0.01,Deslocamento da Estaca Dir(-)/Esq(+),m,normal
MS-D06C-05-TC,2016-07-08 10:00:00,0.078,Deslocamento do Afastamento Mont(-)/Jus(+),m,normal
MS-D06C-04-TC,2016-07-08 10:00:00,-0.074,Recalque,m,normal
MS-D06C-05-TC,2016-07-08 10:00:00,-0.027,Recalque,m,normal
MS-D06C-07-TC,2016-07-08 10:00:00,-0.007,Deslocamento da Estaca Dir(-)/Esq(+),m,normal
MS-D06C-01-TC,2016-07-08 10:00:00,-0.021,Recalque,m,normal
MS-D06C-03-TC,2016-07-08 10:00:00,0.007,Deslocamento da Estaca Dir(-)/Esq(+),m,normal
MS-D06C-01-TC,2016-07-08 10:00:00,0.0,Deslocamento da Estaca Dir(-)/Esq(+),m,normal
MS-D06C-01-TC,2016-07-08 10:00:00,0.017,Deslocamento do Afastamento Mont(-)/Jus(+),m,normal
MS-D06C-06-TC,2016-07-08 10:00:00,-0.023,Deslocamento da Estaca Dir(-)/Esq(+),m,normal
MS-D06C-06-TC,2016-07-08 10:00:00,0.036,Deslocamento do Afastamento Mont(-)/Jus(+),m,normal
MS-D06C-06-TC,2016-07-08 10:00:00,-0.084,Recalque,m,normal
MS-D06C-02-TC,2016-07-08 10:00:00,-0.013,Recalque,m,normal
MS-D06C-02-TC,2016-07-08 10:00:00,0.025,Deslocamento do Afastamento Mont(-)/Jus(+),m,normal
MS-D06C-02-TC,2016-07-08 10:00:00,0.021,Deslocamento da Estaca Dir(-)/Esq(+),m,normal
MS-D06C-08-TC,2016-07-08 10:00:00,-0.07,Recalque,m,normal
MS-D06C-07-TC,2016-07-08 10:00:00,-0.08,Recalque,m,normal
MS-D06C-08-TC,2016-07-08 10:00:00,-0.039,Deslocamento da Estaca Dir(-)/Esq(+),m,normal
MS-D06C-07-TC,2016-07-08 10:00:00,0.053,Deslocamento do Afastamento Mont(-)/Jus(+),m,normal
MS-D06C-03-TC,2016-07-08 10:00:00,-0.054,Recalque,m,normal
MS-D06C-18-TC,2016-07-08 10:00:00,-0.022,Recalque,m,normal
MS-D06C-03-TC,2016-07-08 10:00:00,0.099,Deslocamento do Afastamento Mont(-)/Jus(+),m,normal
MS-D06C-04-TC,2016-07-08 10:00:00,0.091,Deslocamento do Afastamento Mont(-)/Jus(+),m,normal
MS-D06C-18-TC,2016-07-08 10:00:00,0.011,Deslocamento do Afastamento Mont(-)/Jus(+),m,normal
MS-D06C-08-TC,2016-07-08 10:00:00,-0.032,Deslocamento do Afastamento Mont(-)/Jus(+),m,normal
MS-D06C-18-TC,2016-07-08 10:00:00,-0.005,Deslocamento da Estaca Dir(-)/Esq(+),m,normal
MS-D06C-04-TC,2016-07-08 10:00:00,0.024,Deslocamento da Estaca Dir(-)/Esq(+),m,normal
MV-D06C-01,2016-07-11 09:17:00,212.87,Vazão,l/min,normal
MV-D06C-04,2016-07-11 09:17:00,0.00027,Vazão,m3/s,normal
MV-D06C-03,2016-07-11 09:17:00,5.86,Vazão,l/s,normal
MV-D06C-03,2016-07-11 09:17:00,351.55,Vazão,l/min,normal
MV-D06C-01,2016-07-11 09:17:00,0.00355,Vazão,m3/s,normal
MV-D06C-03,2016-07-11 09:17:00,0.00586,Vazão,m3/s,normal
MV-D06C-01,2016-07-11 09:17:00,3.55,Vazão,l/s,normal
MV-D06C-04,2016-07-11 09:17:00,16.05,Vazão,l/min,normal
MV-D06C-04,2016-07-11 09:17:00,0.27,Vazão,l/s,normal
MNA-SM-7542 (I),2016-07-11 13:25:00,64.8,Cota do NA,m,normal
MNA-SM-7540 (I),2016-07-11 13:25:00,70.76,Cota do NA,m,normal
MNA-SM-7541 (I),2016-07-11 13:25:00,91.96,Cota do NA,m,normal
MNA-SM-7541 (S),2016-07-11 13:25:00,92.95,Cota do NA,m,normal
MNA-SM-7540 (S),2016-07-11 13:25:00,129.52,Cota do NA,m,normal
MNA-SM-7542 (S),2016-07-11 13:25:00,67.45,Cota do NA,m,normal
MNA-SM-7539 (I),2016-07-11 13:38:00,93.85,Cota do NA,m,normal
MNA-SM-7502A (S),2016-07-11 13:38:00,128.8,Cota do NA,m,normal
MNA-SM-7531,2016-07-11 13:38:00,60.68,Cota do NA,m,normal
MNA-SM-7502A (I),2016-07-11 13:38:00,77.4,Cota do NA,m,normal
MNA-SM-7537 (I),2016-07-11 13:38:00,74.06,Cota do NA,m,normal
MNA-SM-7539 (S),2016-07-11 13:38:00,100.4,Cota do NA,m,normal
MNA-SM-7534,2016-07-11 13:38:00,102.5,Cota do NA,m,normal
MNA-SM-7500A (I),2016-07-11 13:38:00,76.59,Cota do NA,m,normal
MNA-SM-7535 (I),2016-07-11 13:38:00,84.65,Cota do NA,m,normal
MNA-SM-7535 (S),2016-07-11 13:38:00,90.62,Cota do NA,m,normal
MNA-SM-7500A (S),2016-07-11 13:38:00,91.27,Cota do NA,m,normal
MNA-SM-7533,2016-07-11 13:38:00,60.67,Cota do NA,m,normal
MNA-SM-7537 (S),2016-07-11 13:38:00,131.77,Cota do NA,m,normal
MNA-SM-7538 (S),2016-07-11 13:38:00,101.18,Cota do NA,m,normal
MNA-SM-7538 (I),2016-07-11 13:38:00,84.8,Cota do NA,m,normal
PZ-D06C-25,2016-07-12 07:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-25,2016-07-12 07:40:00,61.0,Cota Piezométrica,m,normal
PZ-D06C-05,2016-07-12 07:40:00,63.82,Cota Piezométrica,m,normal
PZ-D06C-21,2016-07-12 07:40:00,77.27,Cota Piezométrica,m,normal
PZ-D06C-19,2016-07-12 07:40:00,45.25,Cota Piezométrica,m,normal
PZ-D06C-11,2016-07-12 07:40:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-11,2016-07-12 07:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-21,2016-07-12 07:40:00,12.32,Carga Piezométrica,m.c.a,normal
PZ-D06C-29,2016-07-12 07:40:00,49.52,Cota Piezométrica,m,normal
PZ-D06C-24,2016-07-12 07:40:00,50.73,Cota Piezométrica,m,normal
PZ-D06C-19,2016-07-12 07:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-16,2016-07-12 07:40:00,7.96,Carga Piezométrica,m.c.a,normal
PZ-D06C-16,2016-07-12 07:40:00,53.06,Cota Piezométrica,m,normal
PZ-D06C-26,2016-07-12 07:40:00,4.82,Carga Piezométrica,m.c.a,normal
PZ-D06C-26,2016-07-12 07:40:00,52.7,Cota Piezométrica,m,normal
PZ-D06C-12,2016-07-12 07:40:00,46.75,Cota Piezométrica,m,normal
PZ-D06C-12,2016-07-12 07:40:00,15.09,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2016-07-12 07:40:00,60.3,Cota Piezométrica,m,normal
PZ-D06C-06,2016-07-12 07:40:00,0.58,Carga Piezométrica,m.c.a,normal
PZ-D06C-08,2016-07-12 07:40:00,9.26,Carga Piezométrica,m.c.a,normal
PZ-D06C-08,2016-07-12 07:40:00,59.15,Cota Piezométrica,m,normal
PZ-D06C-29,2016-07-12 07:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-22,2016-07-12 07:40:00,64.69,Cota Piezométrica,m,normal
PZ-D06C-24,2016-07-12 07:40:00,7.73,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2016-07-12 07:40:00,13.55,Carga Piezométrica,m.c.a,normal
PZ-D06C-14,2016-07-12 07:40:00,9.36,Carga Piezométrica,m.c.a,normal
PZ-D06C-14,2016-07-12 07:40:00,38.18,Cota Piezométrica,m,normal
PZ-D06C-04,2016-07-12 07:40:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2016-07-12 07:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-23,2016-07-12 07:40:00,7.99,Carga Piezométrica,m.c.a,normal
PZ-D06C-23,2016-07-12 07:40:00,49.88,Cota Piezométrica,m,normal
PZ-D06C-07,2016-07-12 07:40:00,11.39,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2016-07-12 07:40:00,61.23,Cota Piezométrica,m,normal
PZ-D06C-15,2016-07-12 07:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-22,2016-07-12 07:40:00,8.89,Carga Piezométrica,m.c.a,normal
PZ-D06C-03,2016-07-12 07:40:00,7.01,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2016-07-12 07:40:00,23.26,Carga Piezométrica,m.c.a,normal
PZ-D06C-28,2016-07-12 07:40:00,12.11,Carga Piezométrica,m.c.a,normal
PZ-D06C-17,2016-07-12 07:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-27,2016-07-12 07:40:00,12.17,Carga Piezométrica,m.c.a,normal
PZ-D06C-20,2016-07-12 07:40:00,83.05,Cota Piezométrica,m,normal
PZ-D06C-09,2016-07-12 07:40:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-27,2016-07-12 07:40:00,44.1,Cota Piezométrica,m,normal
PZ-D06C-10,2016-07-12 07:40:00,50.89,Cota Piezométrica,m,normal
PZ-D06C-17,2016-07-12 07:40:00,55.16,Cota Piezométrica,m,normal
PZ-D06C-28,2016-07-12 07:40:00,61.93,Cota Piezométrica,m,normal
PZ-D06C-02,2016-07-12 07:40:00,10.27,Carga Piezométrica,m.c.a,normal
PZ-D06C-03,2016-07-12 07:40:00,81.9,Cota Piezométrica,m,normal
PZ-D06C-09,2016-07-12 07:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-20,2016-07-12 07:40:00,10.86,Carga Piezométrica,m.c.a,normal
PZ-D06C-13,2016-07-12 07:40:00,39.42,Cota Piezométrica,m,normal
PZ-D06C-13,2016-07-12 07:40:00,9.84,Carga Piezométrica,m.c.a,normal
PZ-D06C-01,2016-07-12 07:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-01,2016-07-12 07:40:00,84.33,Cota Piezométrica,m,normal
PZ-D06C-02,2016-07-12 07:40:00,85.2,Cota Piezométrica,m,normal
PZ-D06C-15,2016-07-12 07:40:00,53.54,Cota Piezométrica,m,normal
MV-D06C-01,2016-07-12 13:00:00,3.55,Vazão,l/s,normal
MV-D06C-01,2016-07-12 13:00:00,212.87,Vazão,l/min,normal
MV-D06C-04,2016-07-12 13:00:00,0.23,Vazão,l/s,normal
MV-D06C-04,2016-07-12 13:00:00,0.00023,Vazão,m3/s,normal
MV-D06C-03,2016-07-12 13:00:00,0.00586,Vazão,m3/s,normal
MV-D06C-03,2016-07-12 13:00:00,351.55,Vazão,l/min,normal
MV-D06C-03,2016-07-12 13:00:00,5.86,Vazão,l/s,normal
MV-D06C-04,2016-07-12 13:00:00,13.66,Vazão,l/min,normal
MV-D06C-01,2016-07-12 13:00:00,0.00355,Vazão,m3/s,normal
MV-D06C-01,2016-07-13 09:20:00,3.65,Vazão,l/s,normal
MV-D06C-01,2016-07-13 09:20:00,218.83,Vazão,l/min,normal
MV-D06C-04,2016-07-13 09:20:00,16.05,Vazão,l/min,normal
MV-D06C-04,2016-07-13 09:20:00,0.27,Vazão,l/s,normal
MV-D06C-01,2016-07-13 09:20:00,0.00365,Vazão,m3/s,normal
MV-D06C-03,2016-07-13 09:20:00,5.73,Vazão,l/s,normal
MV-D06C-04,2016-07-13 09:20:00,0.00027,Vazão,m3/s,normal
MV-D06C-03,2016-07-13 09:20:00,0.00573,Vazão,m3/s,normal
MV-D06C-03,2016-07-13 09:20:00,343.61,Vazão,l/min,normal
MV-D06C-04,2016-07-14 09:00:00,14.82,Vazão,l/min,normal
MV-D06C-04,2016-07-14 09:00:00,0.00025,Vazão,m3/s,normal
MV-D06C-01,2016-07-14 09:00:00,0.00355,Vazão,m3/s,normal
MV-D06C-04,2016-07-14 09:00:00,0.25,Vazão,l/s,normal
MV-D06C-01,2016-07-14 09:00:00,3.55,Vazão,l/s,normal
MV-D06C-03,2016-07-14 09:00:00,0.0056,Vazão,m3/s,normal
MV-D06C-03,2016-07-14 09:00:00,335.79,Vazão,l/min,normal
MV-D06C-03,2016-07-14 09:00:00,5.6,Vazão,l/s,normal
MV-D06C-01,2016-07-14 09:00:00,212.87,Vazão,l/min,normal
PZ-D06C-01,2016-07-15 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-01,2016-07-15 07:50:00,84.33,Cota Piezométrica,m,normal
PZ-D06C-05,2016-07-15 07:50:00,63.87,Cota Piezométrica,m,normal
PZ-D06C-03,2016-07-15 07:50:00,81.92,Cota Piezométrica,m,normal
PZ-D06C-03,2016-07-15 07:50:00,7.03,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2016-07-15 07:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2016-07-15 07:50:00,13.6,Carga Piezométrica,m.c.a,normal
PZ-D06C-02,2016-07-15 07:50:00,10.27,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2016-07-15 07:50:00,60.31,Cota Piezométrica,m,normal
PZ-D06C-04,2016-07-15 07:50:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-06,2016-07-15 07:50:00,0.59,Carga Piezométrica,m.c.a,normal
PZ-D06C-02,2016-07-15 07:50:00,85.2,Cota Piezométrica,m,normal
MV-D06C-04,2016-07-15 08:00:00,0.00023,Vazão,m3/s,normal
PZ-D06C-08,2016-07-15 08:00:00,9.29,Carga Piezométrica,m.c.a,normal
MV-D06C-01,2016-07-15 08:00:00,3.55,Vazão,l/s,normal
PZ-D06C-12,2016-07-15 08:00:00,46.73,Cota Piezométrica,m,normal
PZ-D06C-12,2016-07-15 08:00:00,15.07,Carga Piezométrica,m.c.a,normal
PZ-D06C-08,2016-07-15 08:00:00,59.18,Cota Piezométrica,m,normal
MV-D06C-04,2016-07-15 08:00:00,13.66,Vazão,l/min,normal
MV-D06C-01,2016-07-15 08:00:00,212.87,Vazão,l/min,normal
MV-D06C-01,2016-07-15 08:00:00,0.00355,Vazão,m3/s,normal
MV-D06C-03,2016-07-15 08:00:00,0.00586,Vazão,m3/s,normal
MV-D06C-04,2016-07-15 08:00:00,0.23,Vazão,l/s,normal
PZ-D06C-22,2016-07-15 08:00:00,64.71,Cota Piezométrica,m,normal
PZ-D06C-10,2016-07-15 08:00:00,50.85,Cota Piezométrica,m,normal
PZ-D06C-22,2016-07-15 08:00:00,8.91,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2016-07-15 08:00:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-13,2016-07-15 08:00:00,39.38,Cota Piezométrica,m,normal
PZ-D06C-11,2016-07-15 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-13,2016-07-15 08:00:00,9.8,Carga Piezométrica,m.c.a,normal
PZ-D06C-21,2016-07-15 08:00:00,12.33,Carga Piezométrica,m.c.a,normal
MV-D06C-03,2016-07-15 08:00:00,5.86,Vazão,l/s,normal
MV-D06C-03,2016-07-15 08:00:00,351.55,Vazão,l/min,normal
PZ-D06C-20,2016-07-15 08:00:00,83.12,Cota Piezométrica,m,normal
PZ-D06C-20,2016-07-15 08:00:00,10.93,Carga Piezométrica,m.c.a,normal
PZ-D06C-21,2016-07-15 08:00:00,77.28,Cota Piezométrica,m,normal
PZ-D06C-19,2016-07-15 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2016-07-15 08:00:00,23.22,Carga Piezométrica,m.c.a,normal
PZ-D06C-15,2016-07-15 08:00:00,53.54,Cota Piezométrica,m,normal
PZ-D06C-15,2016-07-15 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-19,2016-07-15 08:00:00,45.25,Cota Piezométrica,m,normal
PZ-D06C-16,2016-07-15 08:00:00,53.06,Cota Piezométrica,m,normal
PZ-D06C-14,2016-07-15 08:00:00,9.35,Carga Piezométrica,m.c.a,normal
PZ-D06C-23,2016-07-15 08:00:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-09,2016-07-15 08:00:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-07,2016-07-15 08:00:00,11.33,Carga Piezométrica,m.c.a,normal
PZ-D06C-16,2016-07-15 08:00:00,7.96,Carga Piezométrica,m.c.a,normal
PZ-D06C-23,2016-07-15 08:00:00,7.95,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2016-07-15 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-17,2016-07-15 08:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-17,2016-07-15 08:00:00,55.16,Cota Piezométrica,m,normal
PZ-D06C-07,2016-07-15 08:00:00,61.17,Cota Piezométrica,m,normal
PZ-D06C-14,2016-07-15 08:00:00,38.17,Cota Piezométrica,m,normal
PZ-D06C-27,2016-07-15 09:00:00,44.15,Cota Piezométrica,m,normal
PZ-D06C-24,2016-07-15 09:00:00,7.79,Carga Piezométrica,m.c.a,normal
PZ-D06C-26,2016-07-15 09:00:00,52.6,Cota Piezométrica,m,normal
PZ-D06C-29,2016-07-15 09:00:00,49.52,Cota Piezométrica,m,normal
PZ-D06C-28,2016-07-15 09:00:00,12.12,Carga Piezométrica,m.c.a,normal
PZ-D06C-29,2016-07-15 09:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-28,2016-07-15 09:00:00,61.94,Cota Piezométrica,m,normal
PZ-D06C-25,2016-07-15 09:00:00,61.0,Cota Piezométrica,m,normal
PZ-D06C-25,2016-07-15 09:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-26,2016-07-15 09:00:00,4.72,Carga Piezométrica,m.c.a,normal
PZ-D06C-24,2016-07-15 09:00:00,50.79,Cota Piezométrica,m,normal
PZ-D06C-27,2016-07-15 09:00:00,12.22,Carga Piezométrica,m.c.a,normal
MV-D06C-01,2016-07-16 09:54:00,3.55,Vazão,l/s,normal
MV-D06C-01,2016-07-16 09:54:00,212.87,Vazão,l/min,normal
MV-D06C-04,2016-07-16 09:54:00,16.05,Vazão,l/min,normal
MV-D06C-04,2016-07-16 09:54:00,0.00027,Vazão,m3/s,normal
MV-D06C-01,2016-07-16 09:54:00,0.00355,Vazão,m3/s,normal
MV-D06C-04,2016-07-16 09:54:00,0.27,Vazão,l/s,normal
MV-D06C-03,2016-07-16 09:54:00,0.00573,Vazão,m3/s,normal
MV-D06C-03,2016-07-16 09:54:00,343.61,Vazão,l/min,normal
MV-D06C-03,2016-07-16 09:54:00,5.73,Vazão,l/s,normal
